"location","target","predicted_value","truth","error","truth_zero","relative_error","forecast_date","target_end_date"
"CO","1 wk ahead cum death",868.943295520147,820,-48.943295520147,672,-0.330697942703696,"2020-04-26","2020-05-02"
"CO","2 wk ahead cum death",1109.1003598772,960,-149.1003598772,672,-0.517709582906944,"2020-04-26","2020-05-09"
"CO","3 wk ahead cum death",1354.27075471981,878,-476.27075471981,672,-2.31199395495053,"2020-04-26","2020-05-16"
"CO","4 wk ahead cum death",1586.93327983083,1088,-498.93327983083,672,-1.19935884574719,"2020-04-26","2020-05-23"
"CT","1 wk ahead cum death",2545.64079412688,2339,-206.64079412688,1924,-0.49792962440212,"2020-04-26","2020-05-02"
"CT","2 wk ahead cum death",3182.87809791051,2932,-250.87809791051,1924,-0.248887001895347,"2020-04-26","2020-05-09"
"CT","3 wk ahead cum death",3755.04909314448,3339,-416.04909314448,1924,-0.294027627663944,"2020-04-26","2020-05-16"
"CT","4 wk ahead cum death",4227.62799591935,3675,-552.62799591935,1924,-0.31560707933715,"2020-04-26","2020-05-23"
"DE","1 wk ahead cum death",225.128776524216,235,9.87122347578401,168,0.147331693668418,"2020-04-26","2020-05-02"
"DE","2 wk ahead cum death",290.807697859502,301,10.192302140498,168,0.076633850680436,"2020-04-26","2020-05-09"
"DE","3 wk ahead cum death",355.846406441635,383,27.153593558365,168,0.126295783992395,"2020-04-26","2020-05-16"
"DE","4 wk ahead cum death",417.799455871025,425,7.20054412897503,168,0.0280176814357005,"2020-04-26","2020-05-23"
"DC","1 wk ahead cum death",240.844842714327,240,-0.844842714327001,178,-0.013626495392371,"2020-04-26","2020-05-02"
"DC","2 wk ahead cum death",317.863770006535,311,-6.86377000653499,178,-0.051607293282218,"2020-04-26","2020-05-09"
"DC","3 wk ahead cum death",391.493684522444,375,-16.493684522444,178,-0.0837242869159595,"2020-04-26","2020-05-16"
"DC","4 wk ahead cum death",458.709541512187,427,-31.709541512187,178,-0.127347556273843,"2020-04-26","2020-05-23"
"FL","1 wk ahead cum death",1366.08068138659,1388,21.91931861341,1094,0.0745555054877893,"2020-04-26","2020-05-02"
"FL","2 wk ahead cum death",1600.79517258887,1785,184.20482741113,1094,0.266577174256339,"2020-04-26","2020-05-09"
"FL","3 wk ahead cum death",1791.44952941707,2040,248.55047058293,1094,0.262738340996755,"2020-04-26","2020-05-16"
"FL","4 wk ahead cum death",1929.24090364574,2312,382.75909635426,1094,0.314252131653744,"2020-04-26","2020-05-23"
"GA","1 wk ahead cum death",1122.18705468792,1174,51.81294531208,912,0.197759333252214,"2020-04-26","2020-05-02"
"GA","2 wk ahead cum death",1303.57063749507,1400,96.4293625049299,912,0.197601152674037,"2020-04-26","2020-05-09"
"GA","3 wk ahead cum death",1464.18495439308,1592,127.81504560692,912,0.187963302363118,"2020-04-26","2020-05-16"
"GA","4 wk ahead cum death",1604.14613344936,1811,206.85386655064,912,0.230093288710389,"2020-04-26","2020-05-23"
"HI","1 wk ahead cum death",15.6116134011461,16,0.3883865988539,14,0.19419329942695,"2020-04-26","2020-05-02"
"HI","2 wk ahead cum death",18.3464788322679,17,-1.3464788322679,14,-0.448826277422633,"2020-04-26","2020-05-09"
"HI","3 wk ahead cum death",20.6278559315714,17,-3.6278559315714,14,-1.2092853105238,"2020-04-26","2020-05-16"
"HI","4 wk ahead cum death",23.5818983122273,17,-6.5818983122273,14,-2.19396610407577,"2020-04-26","2020-05-23"
"ID","1 wk ahead cum death",67.6623130501384,63,-4.66231305013839,56,-0.666044721448342,"2020-04-26","2020-05-02"
"ID","2 wk ahead cum death",78.4118337355528,67,-11.4118337355528,56,-1.0374394305048,"2020-04-26","2020-05-09"
"ID","3 wk ahead cum death",88.8593665572122,73,-15.8593665572122,56,-0.932903915130129,"2020-04-26","2020-05-16"
"ID","4 wk ahead cum death",99.2029237635028,79,-20.2029237635028,56,-0.878387989717513,"2020-04-26","2020-05-23"
"IL","1 wk ahead cum death",2658.80710223362,2559,-99.8071022336198,1933,-0.159436265548913,"2020-04-26","2020-05-02"
"IL","2 wk ahead cum death",3399.68664519686,3349,-50.6866451968599,1933,-0.0357956533876129,"2020-04-26","2020-05-09"
"IL","3 wk ahead cum death",4128.6813208935,4129,0.318679106499985,1933,0.000145117990209465,"2020-04-26","2020-05-16"
"IL","4 wk ahead cum death",4796.19822417164,4790,-6.19822417163959,1933,-0.00216948693442058,"2020-04-26","2020-05-23"
"IN","1 wk ahead cum death",1034.27376757732,1229,194.72623242268,813,0.468091904862211,"2020-04-26","2020-05-02"
"IN","2 wk ahead cum death",1263.30515953028,1490,226.69484046972,813,0.334852053869601,"2020-04-26","2020-05-09"
"IN","3 wk ahead cum death",1458.29745480244,1741,282.70254519756,813,0.30463636335944,"2020-04-26","2020-05-16"
"IN","4 wk ahead cum death",1615.88848717511,1943,327.11151282489,813,0.289479214889283,"2020-04-26","2020-05-23"
"IA","1 wk ahead cum death",208.227623886655,175,-33.227623886655,118,-0.582940769941316,"2020-04-26","2020-05-02"
"IA","2 wk ahead cum death",339.37664115325,252,-87.37664115325,118,-0.652064486218283,"2020-04-26","2020-05-09"
"IA","3 wk ahead cum death",533.570240822928,346,-187.570240822928,118,-0.822676494837403,"2020-04-26","2020-05-16"
"IA","4 wk ahead cum death",807.971186017297,444,-363.971186017297,118,-1.1164760307279,"2020-04-26","2020-05-23"
"KS","1 wk ahead cum death",168.649048329275,131,-37.649048329275,118,-2.89608064071346,"2020-04-26","2020-05-02"
"KS","2 wk ahead cum death",222.621814378719,157,-65.621814378719,118,-1.68261062509536,"2020-04-26","2020-05-09"
"KS","3 wk ahead cum death",293.196600104563,172,-121.196600104563,118,-2.24438148341783,"2020-04-26","2020-05-16"
"KS","4 wk ahead cum death",392.161104219234,185,-207.161104219234,118,-3.09195677939155,"2020-04-26","2020-05-23"
"KY","1 wk ahead cum death",270.701929284242,248,-22.701929284242,205,-0.527951843819581,"2020-04-26","2020-05-02"
"KY","2 wk ahead cum death",337.134730726499,298,-39.134730726499,205,-0.420803556198914,"2020-04-26","2020-05-09"
"KY","3 wk ahead cum death",408.878396375117,332,-76.878396375117,205,-0.605341703741079,"2020-04-26","2020-05-16"
"KY","4 wk ahead cum death",489.506014359848,391,-98.506014359848,205,-0.529602227741118,"2020-04-26","2020-05-23"
"LA","1 wk ahead cum death",1857.13625570799,1950,92.8637442920101,1670,0.331656229614322,"2020-04-26","2020-05-02"
"LA","2 wk ahead cum death",2043.18359696354,2267,223.81640303646,1670,0.374901847632261,"2020-04-26","2020-05-09"
"LA","3 wk ahead cum death",2184.50744859634,2479,294.49255140366,1670,0.364020459089815,"2020-04-26","2020-05-16"
"LA","4 wk ahead cum death",2287.45479759295,2668,380.54520240705,1670,0.381307818043136,"2020-04-26","2020-05-23"
"ME","1 wk ahead cum death",58.8564563959935,56,-2.8564563959935,50,-0.476076065998916,"2020-04-26","2020-05-02"
"ME","2 wk ahead cum death",70.48433966735,64,-6.48433966735,50,-0.463167119096429,"2020-04-26","2020-05-09"
"ME","3 wk ahead cum death",82.8655311668155,70,-12.8655311668155,50,-0.643276558340775,"2020-04-26","2020-05-16"
"ME","4 wk ahead cum death",95.1140365397251,77,-18.1140365397251,50,-0.670890242212041,"2020-04-26","2020-05-23"
"MD","1 wk ahead cum death",1347.13932288345,1323,-24.1393228834499,1001,-0.0749668412529502,"2020-04-26","2020-05-02"
"MD","2 wk ahead cum death",1806.55207012418,1692,-114.55207012418,1001,-0.165777236069725,"2020-04-26","2020-05-09"
"MD","3 wk ahead cum death",2262.57891315502,2040,-222.57891315502,1001,-0.214224170505313,"2020-04-26","2020-05-16"
"MD","4 wk ahead cum death",2708.74451341819,2306,-402.74451341819,1001,-0.308616485377923,"2020-04-26","2020-05-23"
"MA","1 wk ahead cum death",4041.35084332593,3846,-195.35084332593,2899,-0.206283889467719,"2020-04-26","2020-05-02"
"MA","2 wk ahead cum death",5459.84602122589,4840,-619.84602122589,2899,-0.319343648235904,"2020-04-26","2020-05-09"
"MA","3 wk ahead cum death",6840.27138382342,5705,-1135.27138382342,2899,-0.404587093308418,"2020-04-26","2020-05-16"
"MA","4 wk ahead cum death",8107.32723053524,6304,-1803.32723053524,2899,-0.52961152144941,"2020-04-26","2020-05-23"
"MI","1 wk ahead cum death",4461.64716204548,4579,117.35283795452,4036,0.216119406914401,"2020-04-26","2020-05-02"
"MI","2 wk ahead cum death",5016.18383346157,5036,19.8161665384296,4036,0.0198161665384296,"2020-04-26","2020-05-09"
"MI","3 wk ahead cum death",5447.54365579134,5357,-90.5436557913399,4036,-0.0685417530593035,"2020-04-26","2020-05-16"
"MI","4 wk ahead cum death",5774.31989040217,5612,-162.31989040217,4036,-0.102994854316098,"2020-04-26","2020-05-23"
"MN","1 wk ahead cum death",343.759785044732,395,51.240214955268,272,0.416587113457464,"2020-04-26","2020-05-02"
"MN","2 wk ahead cum death",465.888916237171,558,92.111083762829,272,0.322066726443458,"2020-04-26","2020-05-09"
"MN","3 wk ahead cum death",601.733179947362,709,107.266820052638,272,0.245461830784069,"2020-04-26","2020-05-16"
"MN","4 wk ahead cum death",742.004602822181,861,118.995397177819,272,0.202029536804446,"2020-04-26","2020-05-23"
"MS","1 wk ahead cum death",288.559648033418,291,2.440351966582,227,0.0381304994778437,"2020-04-26","2020-05-02"
"MS","2 wk ahead cum death",353.020991172836,421,67.979008827164,227,0.350407261995691,"2020-04-26","2020-05-09"
"MS","3 wk ahead cum death",420.844645625757,510,89.155354374243,227,0.315036587894852,"2020-04-26","2020-05-16"
"MS","4 wk ahead cum death",486.751493039189,616,129.248506960811,227,0.3322583726499,"2020-04-26","2020-05-23"
"MO","1 wk ahead cum death",258.02153310746,351,92.97846689254,274,1.20751255704597,"2020-04-26","2020-05-02"
"MO","2 wk ahead cum death",332.665848433289,472,139.334151566711,274,0.70370783619551,"2020-04-26","2020-05-09"
"MO","3 wk ahead cum death",399.807226221595,589,189.192773778405,274,0.600611980248905,"2020-04-26","2020-05-16"
"MO","4 wk ahead cum death",457.649071303632,676,218.350928696368,274,0.54316151417007,"2020-04-26","2020-05-23"
"MT","1 wk ahead cum death",15.2481662264245,16,0.7518337735755,14,0.37591688678775,"2020-04-26","2020-05-02"
"MT","2 wk ahead cum death",17.7257084825041,16,-1.7257084825041,14,-0.86285424125205,"2020-04-26","2020-05-09"
"MT","3 wk ahead cum death",20.8947856373391,16,-4.8947856373391,14,-2.44739281866955,"2020-04-26","2020-05-16"
"MT","4 wk ahead cum death",26.6212852959572,16,-10.6212852959572,14,-5.3106426479786,"2020-04-26","2020-05-23"
"NE","1 wk ahead cum death",77.2318784949868,73,-4.2318784949868,53,-0.21159392474934,"2020-04-26","2020-05-02"
"NE","2 wk ahead cum death",128.494428043353,92,-36.494428043353,53,-0.935754565214179,"2020-04-26","2020-05-09"
"NE","3 wk ahead cum death",210.540974757811,119,-91.540974757811,53,-1.38698446602744,"2020-04-26","2020-05-16"
"NE","4 wk ahead cum death",352.873873230146,147,-205.873873230146,53,-2.19014758755474,"2020-04-26","2020-05-23"
"NV","1 wk ahead cum death",283.512809876047,281,-2.51280987604702,235,-0.054626301653196,"2020-04-26","2020-05-02"
"NV","2 wk ahead cum death",329.340068277988,334,4.659931722012,235,0.0470700173940607,"2020-04-26","2020-05-09"
"NV","3 wk ahead cum death",371.116680541145,369,-2.116680541145,235,-0.0157961234413806,"2020-04-26","2020-05-16"
"NV","4 wk ahead cum death",404.823746892087,404,-0.823746892087001,235,-0.00487424196501184,"2020-04-26","2020-05-23"
"NH","1 wk ahead cum death",82.109738612901,81,-1.109738612901,60,-0.0528446958524285,"2020-04-26","2020-05-02"
"NH","2 wk ahead cum death",105.224706136258,121,15.775293863742,60,0.258611374815442,"2020-04-26","2020-05-09"
"NH","3 wk ahead cum death",127.902967803943,159,31.097032196057,60,0.314111436323808,"2020-04-26","2020-05-16"
"NH","4 wk ahead cum death",148.339354538743,208,59.660645461257,60,0.403112469332818,"2020-04-26","2020-05-23"
"NJ","1 wk ahead cum death",7301.78032577098,9225,1923.21967422902,7268,0.9827387195856,"2020-04-26","2020-05-02"
"NJ","2 wk ahead cum death",8747.40161437658,10715,1967.59838562342,7268,0.570814733282106,"2020-04-26","2020-05-09"
"NJ","3 wk ahead cum death",10006.2692479255,11903,1896.7307520745,7268,0.409219148236138,"2020-04-26","2020-05-16"
"NJ","4 wk ahead cum death",11006.4878377682,12765,1758.5121622318,7268,0.319903977120575,"2020-04-26","2020-05-23"
"NM","1 wk ahead cum death",136.170698433233,131,-5.17069843323301,93,-0.136071011400869,"2020-04-26","2020-05-02"
"NM","2 wk ahead cum death",193.797545575601,181,-12.797545575601,93,-0.145426654268193,"2020-04-26","2020-05-09"
"NM","3 wk ahead cum death",253.691872710628,253,-0.69187271062799,93,-0.00432420444142494,"2020-04-26","2020-05-16"
"NM","4 wk ahead cum death",314.560527640418,302,-12.560527640418,93,-0.0600982183752058,"2020-04-26","2020-05-23"
"NY","1 wk ahead cum death",16153.6375618114,18909,2755.3624381886,16966,1.41809698311302,"2020-04-26","2020-05-02"
"NY","2 wk ahead cum death",18829.4358136396,21271,2441.5641863604,16966,0.567146152464669,"2020-04-26","2020-05-09"
"NY","3 wk ahead cum death",20883.8353708726,22478,1594.1646291274,16966,0.289217095269848,"2020-04-26","2020-05-16"
"NY","4 wk ahead cum death",22496.3800161021,23282,785.619983897901,16966,0.124385684594348,"2020-04-26","2020-05-23"
"NC","1 wk ahead cum death",383.620091978927,420,36.379908021073,299,0.300660396868372,"2020-04-26","2020-05-02"
"NC","2 wk ahead cum death",505.884460471455,544,38.115539528545,299,0.155573630728755,"2020-04-26","2020-05-09"
"NC","3 wk ahead cum death",626.413358062815,652,25.586641937185,299,0.0724834049212041,"2020-04-26","2020-05-16"
"NC","4 wk ahead cum death",736.764303657509,737,0.235696342490996,299,0.000538119503404101,"2020-04-26","2020-05-23"
"ND","1 wk ahead cum death",20.7650126044342,24,3.2349873955658,17,0.4621410565094,"2020-04-26","2020-05-02"
"ND","2 wk ahead cum death",28.1695481365154,24,-4.1695481365154,17,-0.595649733787914,"2020-04-26","2020-05-09"
"ND","3 wk ahead cum death",37.9434939668004,35,-2.9434939668004,17,-0.163527442600022,"2020-04-26","2020-05-16"
"ND","4 wk ahead cum death",50.3730601699356,39,-11.3730601699356,17,-0.516957280451618,"2020-04-26","2020-05-23"
"OH","1 wk ahead cum death",1046.43824760771,1021,-25.4382476077101,728,-0.0868199577054952,"2020-04-26","2020-05-02"
"OH","2 wk ahead cum death",1372.48681365703,1331,-41.4868136570301,728,-0.0688006859983915,"2020-04-26","2020-05-09"
"OH","3 wk ahead cum death",1733.902393411,1610,-123.902393411,728,-0.140478904094104,"2020-04-26","2020-05-16"
"OH","4 wk ahead cum death",2112.26105735963,1956,-156.26105735963,728,-0.127248418045301,"2020-04-26","2020-05-23"
"OK","1 wk ahead cum death",242.093542190619,238,-4.09354219061899,195,-0.0951986555957905,"2020-04-26","2020-05-02"
"OK","2 wk ahead cum death",281.218867097932,270,-11.218867097932,195,-0.149584894639093,"2020-04-26","2020-05-09"
"OK","3 wk ahead cum death",316.689015620825,288,-28.689015620825,195,-0.308484038933602,"2020-04-26","2020-05-16"
"OK","4 wk ahead cum death",345.471764720175,311,-34.471764720175,195,-0.29717038551875,"2020-04-26","2020-05-23"
"OR","1 wk ahead cum death",112.214664653267,109,-3.21466465326699,91,-0.178592480737055,"2020-04-26","2020-05-02"
"OR","2 wk ahead cum death",132.120139550813,127,-5.12013955081301,91,-0.142226098633695,"2020-04-26","2020-05-09"
"OR","3 wk ahead cum death",149.152836626378,137,-12.152836626378,91,-0.264192100573435,"2020-04-26","2020-05-16"
"OR","4 wk ahead cum death",164.278798350212,147,-17.278798350212,91,-0.3085499705395,"2020-04-26","2020-05-23"
"PA","1 wk ahead cum death",2138.76847424833,2418,279.23152575167,1550,0.321695306165518,"2020-04-26","2020-05-02"
"PA","2 wk ahead cum death",2763.88699978783,3688,924.11300021217,1550,0.432232460342456,"2020-04-26","2020-05-09"
"PA","3 wk ahead cum death",3312.09047753731,4403,1090.90952246269,1550,0.382372773383347,"2020-04-26","2020-05-16"
"PA","4 wk ahead cum death",3783.24526926097,5096,1312.75473073903,1550,0.370207199870003,"2020-04-26","2020-05-23"
"PR","1 wk ahead cum death",97.8250339879869,95,-2.8250339879869,84,-0.256821271635173,"2020-04-26","2020-05-02"
"PR","2 wk ahead cum death",112.737765114113,108,-4.737765114113,84,-0.197406879754708,"2020-04-26","2020-05-09"
"PR","3 wk ahead cum death",126.085415806525,122,-4.08541580652501,84,-0.107510942276974,"2020-04-26","2020-05-16"
"PR","4 wk ahead cum death",138.173326373308,127,-11.173326373308,84,-0.259844799379255,"2020-04-26","2020-05-23"
"RI","1 wk ahead cum death",374.259826626365,296,-78.259826626365,226,-1.11799752323379,"2020-04-26","2020-05-02"
"RI","2 wk ahead cum death",521.1001422436,418,-103.1001422436,226,-0.53697990751875,"2020-04-26","2020-05-09"
"RI","3 wk ahead cum death",672.464783744504,489,-183.464783744504,226,-0.697584729066555,"2020-04-26","2020-05-16"
"RI","4 wk ahead cum death",822.684315530429,597,-225.684315530429,226,-0.608313518949943,"2020-04-26","2020-05-23"
"SC","1 wk ahead cum death",220.669950273641,267,46.330049726359,174,0.498172577702785,"2020-04-26","2020-05-02"
"SC","2 wk ahead cum death",263.171700266533,330,66.828299733467,174,0.428386536752994,"2020-04-26","2020-05-09"
"SC","3 wk ahead cum death",298.644326543264,380,81.355673456736,174,0.394930453673476,"2020-04-26","2020-05-16"
"SC","4 wk ahead cum death",326.929427437057,425,98.070572562943,174,0.390719412601367,"2020-04-26","2020-05-23"
"SD","1 wk ahead cum death",23.2916523081981,21,-2.2916523081981,11,-0.22916523081981,"2020-04-26","2020-05-02"
"SD","2 wk ahead cum death",35.8363432123496,34,-1.8363432123496,11,-0.0798410092325912,"2020-04-26","2020-05-09"
"SD","3 wk ahead cum death",50.7608721088598,44,-6.7608721088598,11,-0.204874912389691,"2020-04-26","2020-05-16"
"SD","4 wk ahead cum death",74.0594358279858,50,-24.0594358279858,11,-0.616908610973995,"2020-04-26","2020-05-23"
"TN","1 wk ahead cum death",248.455371035012,209,-39.455371035012,181,-1.40912039410757,"2020-04-26","2020-05-02"
"TN","2 wk ahead cum death",304.192781480271,242,-62.192781480271,181,-1.01955379475854,"2020-04-26","2020-05-09"
"TN","3 wk ahead cum death",360.447126508364,295,-65.447126508364,181,-0.574097600950562,"2020-04-26","2020-05-16"
"TN","4 wk ahead cum death",410.308317891098,329,-81.308317891098,181,-0.549380526291203,"2020-04-26","2020-05-23"
"TX","1 wk ahead cum death",768.164781781258,847,78.8352182187421,648,0.396156875471066,"2020-04-26","2020-05-02"
"TX","2 wk ahead cum death",945.89102686894,1049,103.10897313106,648,0.257129608805636,"2020-04-26","2020-05-09"
"TX","3 wk ahead cum death",1098.25202786612,1305,206.74797213388,648,0.314684889092664,"2020-04-26","2020-05-16"
"TX","4 wk ahead cum death",1223.15035037285,1506,282.84964962715,648,0.32966159630204,"2020-04-26","2020-05-23"
"UT","1 wk ahead cum death",62.3695288943553,49,-13.3695288943553,41,-1.67119111179441,"2020-04-26","2020-05-02"
"UT","2 wk ahead cum death",87.2997013788506,66,-21.2997013788506,41,-0.851988055154024,"2020-04-26","2020-05-09"
"UT","3 wk ahead cum death",115.208055021701,78,-37.208055021701,41,-1.00562310869462,"2020-04-26","2020-05-16"
"UT","4 wk ahead cum death",140.840102762494,97,-43.840102762494,41,-0.782858977901679,"2020-04-26","2020-05-23"
"VT","1 wk ahead cum death",51.6567158300504,51,-0.656715830050402,46,-0.13134316601008,"2020-04-26","2020-05-02"
"VT","2 wk ahead cum death",57.1667322428084,53,-4.1667322428084,46,-0.595247463258343,"2020-04-26","2020-05-09"
"VT","3 wk ahead cum death",62.6591325401057,53,-9.6591325401057,46,-1.37987607715796,"2020-04-26","2020-05-16"
"VT","4 wk ahead cum death",68.6569310490775,54,-14.6569310490775,46,-1.83211638113469,"2020-04-26","2020-05-23"
"VA","1 wk ahead cum death",642.803493579564,616,-26.803493579564,448,-0.159544604640262,"2020-04-26","2020-05-02"
"VA","2 wk ahead cum death",861.458965719266,827,-34.458965719266,448,-0.0909207538766912,"2020-04-26","2020-05-09"
"VA","3 wk ahead cum death",1087.61965239137,1002,-85.61965239137,448,-0.154548109009693,"2020-04-26","2020-05-16"
"VA","4 wk ahead cum death",1329.13483266496,1159,-170.13483266496,448,-0.239289497419072,"2020-04-26","2020-05-23"
"WA","1 wk ahead cum death",835.816710575342,824,-11.816710575342,738,-0.137403611341186,"2020-04-26","2020-05-02"
"WA","2 wk ahead cum death",917.937160993703,905,-12.9371609937029,738,-0.0774680299024128,"2020-04-26","2020-05-09"
"WA","3 wk ahead cum death",981.8138475954,992,10.1861524046,738,0.0401029622228345,"2020-04-26","2020-05-16"
"WA","4 wk ahead cum death",1031.36268496418,1050,18.6373150358199,738,0.0597349840891665,"2020-04-26","2020-05-23"
"WV","1 wk ahead cum death",41.2134296737509,48,6.7865703262491,34,0.484755023303507,"2020-04-26","2020-05-02"
"WV","2 wk ahead cum death",52.1589629675278,53,0.841037032472201,34,0.0442651069722211,"2020-04-26","2020-05-09"
"WV","3 wk ahead cum death",63.8179053865478,64,0.1820946134522,34,0.00606982044840668,"2020-04-26","2020-05-16"
"WV","4 wk ahead cum death",75.4644204301892,72,-3.46442043018919,34,-0.0911689586891893,"2020-04-26","2020-05-23"
"WI","1 wk ahead cum death",360.460426886437,334,-26.460426886437,272,-0.4267810788135,"2020-04-26","2020-05-02"
"WI","2 wk ahead cum death",446.622771537499,398,-48.622771537499,272,-0.385895012202373,"2020-04-26","2020-05-09"
"WI","3 wk ahead cum death",535.454151719898,453,-82.4541517198981,272,-0.455547799557448,"2020-04-26","2020-05-16"
"WI","4 wk ahead cum death",615.632698777396,507,-108.632698777396,272,-0.462266803308068,"2020-04-26","2020-05-23"
"WY","1 wk ahead cum death",7.52671093289731,7,-0.52671093289731,7,-0.52671093289731,"2020-04-26","2020-05-02"
"WY","2 wk ahead cum death",9.72732947733723,7,-2.72732947733723,7,-2.72732947733723,"2020-04-26","2020-05-09"
"WY","3 wk ahead cum death",12.2286943566977,7,-5.2286943566977,7,-5.2286943566977,"2020-04-26","2020-05-16"
"WY","4 wk ahead cum death",14.9420841828071,12,-2.9420841828071,7,-0.58841683656142,"2020-04-26","2020-05-23"
"US","1 wk ahead cum death",56853.2064327497,62918,6064.7935672503,51383,0.52577317444736,"2020-04-26","2020-05-02"
"US","2 wk ahead cum death",67805.3848049963,75580,7774.6151950037,51383,0.321304921891297,"2020-04-26","2020-05-09"
"US","3 wk ahead cum death",76983.5770168297,85071,8087.4229831703,51383,0.240068362122129,"2020-04-26","2020-05-16"
"US","4 wk ahead cum death",84795.6037586878,93291,8495.39624131221,51383,0.202715382297227,"2020-04-26","2020-05-23"
"AL","1 wk ahead cum death",350.652524853181,388,37.347475146819,290,0.381096685171623,"2020-05-03","2020-05-09"
"AL","2 wk ahead cum death",411.488185407624,485,73.511814592376,290,0.376983664576287,"2020-05-03","2020-05-16"
"AL","3 wk ahead cum death",471.378318975383,546,74.621681024617,290,0.29149094150241,"2020-05-03","2020-05-23"
"AL","4 wk ahead cum death",537.343195521993,618,80.656804478007,290,0.245904891701241,"2020-05-03","2020-05-30"
"AK","1 wk ahead cum death",11.2402367770649,10,-1.2402367770649,9,-1.2402367770649,"2020-05-03","2020-05-09"
"AK","2 wk ahead cum death",12.0311158534759,10,-2.0311158534759,9,-2.0311158534759,"2020-05-03","2020-05-16"
"AK","3 wk ahead cum death",12.8248702338813,10,-2.8248702338813,9,-2.8248702338813,"2020-05-03","2020-05-23"
"AK","4 wk ahead cum death",13.6163817786588,10,-3.6163817786588,9,-3.6163817786588,"2020-05-03","2020-05-30"
"AZ","1 wk ahead cum death",432.137551992112,532,99.862448007888,362,0.587426164752282,"2020-05-03","2020-05-09"
"AZ","2 wk ahead cum death",516.999468570091,679,162.000531429909,362,0.511042685898766,"2020-05-03","2020-05-16"
"AZ","3 wk ahead cum death",599.178301512563,799,199.821698487437,362,0.457257891275599,"2020-05-03","2020-05-23"
"AZ","4 wk ahead cum death",676.691814017933,903,226.308185982067,362,0.418314576676649,"2020-05-03","2020-05-30"
"AR","1 wk ahead cum death",89.4576750305668,88,-1.4576750305668,76,-0.1214729192139,"2020-05-03","2020-05-09"
"AR","2 wk ahead cum death",108.868879222691,98,-10.868879222691,76,-0.494039964667773,"2020-05-03","2020-05-16"
"AR","3 wk ahead cum death",131.323935564189,113,-18.323935564189,76,-0.495241501734837,"2020-05-03","2020-05-23"
"AR","4 wk ahead cum death",158.191964335657,133,-25.191964335657,76,-0.441964286590474,"2020-05-03","2020-05-30"
"CA","1 wk ahead cum death",2706.69097912869,2678,-28.6909791286898,2215,-0.061967557513369,"2020-05-03","2020-05-09"
"CA","2 wk ahead cum death",3186.17341031646,3204,17.8265896835401,2215,0.0180248631785036,"2020-05-03","2020-05-16"
"CA","3 wk ahead cum death",3614.93644376375,3708,93.06355623625,2215,0.0623332593678834,"2020-05-03","2020-05-23"
"CA","4 wk ahead cum death",3997.66066150461,4156,158.33933849539,2215,0.0815761661490933,"2020-05-03","2020-05-30"
